,City Name,State Name,Latitude,Longitude,Facility ID,Facility Name,Emission,Gas Code,Gas Name,Year
38339,Cokedale 2.3 Mi. W Of,Colorado,37.15515,-104.66506,1002533,Pioneer Nat Res - Burro Canyon Cs,47843.9,CO2,Carbon Dioxide,2011
38340,Cleburne,Texas,32.2931,-97.5506,1005649,Cleburne Cmp Stn,34071.0,CO2,Carbon Dioxide,2010
38341,Cleburne,Texas,32.2931,-97.5506,1005649,Cleburne Cmp Stn,17.88,N2O,Nitrous Oxide,2010
38342,Fontana,California,34.0946,-117.51326,1005588,Vista Metals Corporation,28012.2,CO2,Carbon Dioxide,2010
38343,Greer,South Carolina,34.923435999999995,-82.260666,1004315,Mitsubishi Polyester Film  Inc,27.714000000000002,N2O,Nitrous Oxide,2010
38344,Trenton,Florida,29.663892999999998,-82.846572,1003148,Florida Gas Transmission Company - Trenton,6169.25,CH4,Methane,2014
38345,Waterflow,New Mexico,36.797837,-108.440704,1009342,San Juan Mine,916.7,CO2,Carbon Dioxide,2014
38346,El Dorado,Arkansas,33.11,-92.675,1003890,Chemours El Dorado,485.8,CO2,Carbon Dioxide,2018
38347,Eastlake,Ohio,41.6713,-81.4432,1006952,Eastlake,182.0,CO2,Carbon Dioxide,2016
38348,Avon Lake,Ohio,41.48346,-82.06111999999999,1000104,Ford Motor Company - Ford Ohio Assembly Plant,33141.2,CO2,Carbon Dioxide,2019
38349,Edgemoor,Delaware,39.754364,-75.492304,1002616,Chemours Edge Moor Plant,115941.6,CO2,Carbon Dioxide,2011
38350,Arlington,Arizona,33.3451,-112.8638,1000052,Mesquite Generating Station,2505511.8,CO2,Carbon Dioxide,2019
38351,Apex,North Carolina,35.71365,-78.83641,1005725,Potters Industries  Inc. - Apex  Nc,30944.4,CO2,Carbon Dioxide,2011
38352,Limon,Colorado,39.2038,-103.7005,1000060,Limon Generating Station,15.495999999999999,N2O,Nitrous Oxide,2018
38353,Washington,District Of Columbia,38.824587,-77.017398,1005679,Naval Research Laboratory,24232.5,CO2,Carbon Dioxide,2011
38354,Monticello,New York,41.643889,-74.662417,1003231,Sullivan County Landfill,149.8,CO2,Carbon Dioxide,2014
38355,Cincinnati,Ohio,39.1792,-84.5053,1007325,Emery Oleochemicals  Llc,110.85600000000001,N2O,Nitrous Oxide,2014
38356,Convent,Louisiana,30.10817,-90.88404,1002754,Air Products & Chemicals Inc - Convent Smr,737875.0,CO2,Carbon Dioxide,2011
38357,Durango,Colorado,37.0445,-107.4935,1001763,Sambrito Compressor Station,23.84,N2O,Nitrous Oxide,2010
38358,Durango,Colorado,37.0141,-108.0615,1001946,Coyote Gulch Treating Plant,257175.6,CO2,Carbon Dioxide,2011
38359,Seattle,Washington,47.551767,-122.337152,1000024,Ardagh Glass Inc. (Seattle),76415.1,CO2,Carbon Dioxide,2018
38360,Kansas City,Kansas,39.147607,-94.604954,1002828,General Motors Fairfax Assembly Plant,23.5,CH4,Methane,2011
38361,Willcox,Arizona,32.46983,-109.93306000000001,1006206,Naturesweet Usa Llc. - Willcox Facility,80292.5,CO2,Carbon Dioxide,2011
38362,Erath,Louisiana,29.89395,-92.06683000000001,1001805,Sea Robin Gas Processing Plant,79.0,CH4,Methane,2010
38363,Morgan,Utah,41.0633,-111.5317,1004131,Holcim (Us) Inc. Devil\S Slide Plant,719776.9,CO2,Carbon Dioxide,2018
38364,Upton,New York,40.86,-72.86958299999999,1002747,Us Doe Brookhaven National Laboratory,20.264,N2O,Nitrous Oxide,2017
38365,Washington,Pennsylvania,40.25703,-80.25403,1004524,Houston Gas Plant,156947.1,CO2,Carbon Dioxide,2014
38366,Washington,Pennsylvania,40.25703,-80.25403,1004524,Houston Gas Plant,87.91,N2O,Nitrous Oxide,2014
38367,Cuthbert,Georgia,31.770969,-84.789307,1004987,Tyson Farms  Inc/ Cuthbert Plant,4028.3,BIOCO2,Biogenic CO2,2014
38368,Anderson,Texas,30.6167,-96.0778,1001032,Gibbons Creek Steam Electric Station,7738.25,CH4,Methane,2014
38369,Belpre,Ohio,39.281071999999995,-81.637901,1000032,Kraton Polymers U S Llc,142.444,N2O,Nitrous Oxide,2018
38370,Twin Falls,Idaho,42.53382,-114.43737,1005712,Amalgamated Sugar Co Llc,770.25,CH4,Methane,2010
38371,Bakersfield,California,35.354279999999996,-118.92924,1003187,Wm Bolthouse Farms  Inc.,12.0,CH4,Methane,2011
38372,Midland,Texas,32.02994,-102.08740999999999,1008141,Oxy Permian Basin - 430,232149.1,CO2,Carbon Dioxide,2014
38373,Chaplin,Connecticut,41.819928000000004,-72.156801,1008146,Chaplin Station,610.75,CH4,Methane,2014
38374,Jacksonville,Florida,30.1603,-81.5164,1000544,Greenland Energy Center,63.474,N2O,Nitrous Oxide,2011
38375,Sergeant Bluff,Iowa,42.32786,-96.36489,1006005,Cf Industries Nitrogen  Llc-Port Neal Nitrogen Complex,137.67600000000002,N2O,Nitrous Oxide,2014
38376,Texarkana,Arkansas,33.532806,-93.812694,1005746,River Valley Ingredients - Texarkana,22.052,N2O,Nitrous Oxide,2014
38377,Mount Holly,North Carolina,35.3245,-80.9996,1002888,New Ngc Inc (Dba National Gypsum Co),78885.4,CO2,Carbon Dioxide,2014
38378,Myton,Utah,40.148053999999995,-110.095743,1008109,Gasco Energy Uintah Basin Operations,57598.25,CH4,Methane,2014
38379,York,Pennsylvania,39.960561,-76.5925,1003100,Modern Landfill,35452.0,BIOCO2,Biogenic CO2,2011
38380,Princeton,West Virginia,37.330936,-81.128991,1000425,Mercer County Landfill,55620.5,CH4,Methane,2014
38381,Dearborn,Michigan,42.301742,-83.16293399999999,1003403,Ak Steel Dearborn Works,126.0,CH4,Methane,2017
38382,Rahway,New Jersey,40.6008,-74.2664,1002269,Union County Resource Recovery Facility,6854.596,N2O,Nitrous Oxide,2010
38383,Mckittrick,California,35.299879,-119.742604,1002315,Aera Energy Calso,23.0,CH4,Methane,2010
38384,Frankfort,Indiana,40.2853,-86.5479,1003215,Archer Daniels Midland,29.8,N2O,Nitrous Oxide,2014
38385,Hartwell,Georgia,34.3387,-82.8207,1000085,Hartwell Energy Facility,12.25,CH4,Methane,2016
38386,Somerset,Ohio,39.782509999999995,-82.28901,1002402,Somerset,55741.9,CO2,Carbon Dioxide,2010
38387,Anaheim,California,33.8539,-117.8561,1001134,Anaheim Combustion Turbine,8.046,N2O,Nitrous Oxide,2011
38388,Monroe,Michigan,41.8917,-83.3461,1000676,Monroe,42275.0,CH4,Methane,2014
38389,St. Louis,Missouri,38.620785,-90.211635,1004034,Ameren Missouri,13396.5,CH4,Methane,2014
38390,Burlington,New Jersey,40.10465,-74.82958,1006704,National Gypsum,17.582,N2O,Nitrous Oxide,2019
38391,Bakersfield,California,35.61139,-118.93682,1006860,Live Oak Limited,78.75,CH4,Methane,2013
38392,Sundown,Texas,33.464721999999995,-102.554994,1002625,Slaughter Gasoline Plant,85552.2,CO2,Carbon Dioxide,2010
38393,Denver City,Texas,32.99825,-102.81518,1002629,Wasson Co2 Removal Plant,47.68,N2O,Nitrous Oxide,2010
38394,Biron,Wisconsin,44.4289,-89.7817,1003327,Nd Paper Inc - Biron Division,174410.8,CO2,Carbon Dioxide,2019
38395,Cameron,West Virginia,39.824459999999995,-80.6035,1008761,Marshall County Mine,2902.1,CO2,Carbon Dioxide,2013
38396,Las Vegas,Nevada,36.11736,-115.17368,1005508,Caesars Entertainment Consolidated Properties Source Id 257,32.482,N2O,Nitrous Oxide,2017
38397,Milton,Florida,30.911465000000003,-86.887276,1002837,Florida Gas Transmission Company - Munson,39.5,CH4,Methane,2010
38398,Shippingport,Pennsylvania,40.62898,-80.4198,1002807,Ngc Industries Inc,42222.0,CO2,Carbon Dioxide,2010
38399,Weatherford,Texas,32.800653999999994,-97.674429,1003170,Silver Creek Processing Plant,69457.0,CO2,Carbon Dioxide,2010
38400,Quinton,Oklahoma,35.07282,-95.50799,1006483,Scissortail Energy Featherston Station Quinton  Ok,2106.5,CH4,Methane,2014
38401,Gallatin,Tennessee,36.380556,-86.416111,1005515,Hoeganaes Corporation,22.648000000000003,N2O,Nitrous Oxide,2010
38402,Offshore,Texas,26.9389,-94.6887,1003267,Hoover Diana Platform (Ac25-Ha),46.488,N2O,Nitrous Oxide,2010
38403,Muscle Shoals,Alabama,34.766791999999995,-87.601169,1003213,Wise Alloys  Llc - Alabama Reclamation Plant,89942.0,CO2,Carbon Dioxide,2010
38404,Canadian,Texas,35.838846000000004,-100.353122,1003220,Hemphill,34194.0,CO2,Carbon Dioxide,2010
38405,Marshalltown,Iowa,42.02874,-92.98241999999999,1010983,Marshall County Sanitary Landfill,25398.75,CH4,Methane,2014
38406,Marshall,Texas,32.3958,-94.4361,1000145,Harrison County Power Project,1027376.4,CO2,Carbon Dioxide,2019
38407,Wellington,Utah,39.542840999999996,-110.730126,1009850,Dugout Canyon Mine,90585.5,CH4,Methane,2017
38408,Goldsboro,North Carolina,35.3775,-78.0875,1000786,H F Lee Steam Electric Plant,1111.25,CH4,Methane,2014
38409,Bloomington,Minnesota,44.84786,-93.23745,1000354,Skywater Technology Foundry Inc,4.9,BIOCO2,Biogenic CO2,2014
38410,Bloomington,Minnesota,44.84786,-93.23745,1000354,Skywater Technology Foundry Inc,1747.52,NF3,Nitrogen Triflouride,2014
38411,Defiance,Ohio,41.3033,-84.3386,1007887,Richland Peaking Station,66621.6,CO2,Carbon Dioxide,2014
38412,Louisville,Kentucky,38.135209,-85.717973,1007901,Outer Loop Recycling & Disposa,1.192,N2O,Nitrous Oxide,2014
38413,Grand Island,Nebraska,40.8538,-98.3481,1007597,Platte,175.0,CH4,Methane,2013
38414,Burney,California,41.0313,-121.6817,1007651,Dicalite Minerals Llc,69.13600000000001,N2O,Nitrous Oxide,2012
38415,Wabash,Indiana,40.796213,-85.860415,1007883,Thermafiber Inc,67.75,CH4,Methane,2017
38416,Little Rock,Arkansas,34.708919,-92.239492,1003408,3M Industrial Mineral Products Division,28163.0,CO2,Carbon Dioxide,2010
38417,Minneapolis,Minnesota,44.973473999999996,-93.26769499999999,1000591,Nrg Energy Center Minneapolis,55.13,N2O,Nitrous Oxide,2011
38418,Denver,Colorado,39.742394,-104.987374,1011894,Src Energy  Inc.,25922.4,CO2,Carbon Dioxide,2014
38419,Roxboro,North Carolina,36.435,-78.9619,1000226,Cpi Usa North Carolina Roxboro,151610.1,CO2,Carbon Dioxide,2014
38420,Fairfield,California,38.2282,-122.07600000000001,1000280,Wolfskill Energy Center,5.96,N2O,Nitrous Oxide,2014
38421,Duluth,Minnesota,46.7854,-92.09639,1006024,Duluth Steam One,480.376,N2O,Nitrous Oxide,2010
38422,Lake Cormorant,Mississippi,34.899192,-90.166389,1003915,Texas Gas Transmission - Lake Cormorant Station,47565.0,CO2,Carbon Dioxide,2014
38423,Center Ridge,Arkansas,35.430665999999995,-92.60871,1003886,Gravel Hill Cpf-3,13.5,CH4,Methane,2014
38424,Madison,Indiana,38.7383,-85.4192,1001531,Clifty Creek,20751.5,CH4,Methane,2010
38425,Batesville,Arkansas,35.722567,-91.524977,1004274,Futurefuel Chemical Company,26.5,CH4,Methane,2011
38426,Freeman,Virginia,36.766853999999995,-77.71109799999999,1011850,Brunswick County Power Station,1048.0,CH4,Methane,2016
38427,De Berry,Texas,32.25833333,-94.15055555,1004432,Bethany,24351.6,CO2,Carbon Dioxide,2011
38428,Lemoore,California,36.2397,-119.9044,1000283,Henrietta Peaker Plant,8.75,CH4,Methane,2019
38429,Los Alamos,New Mexico,35.873967,-106.3195,1002247,Los Alamos National Laboratory,46850.3,CO2,Carbon Dioxide,2014
38430,Loudon,Tennessee,35.7433,-84.3208,1000401,Tate & Lyle-Loudon,1412.2220000000002,N2O,Nitrous Oxide,2014
38431,Green Bay,Wisconsin,44.52666,-87.99876,1001825,Green Bay Packaging Inc Mill Division,74828.6,CO2,Carbon Dioxide,2013
38432,Dekalb,Illinois,41.897846,-88.685484,1007724,Dekalb County Landfill,5.066,N2O,Nitrous Oxide,2013
38433,Orange,Texas,30.19347,-93.79798000000001,1005909,International Paper - Orange Mill,5798.186,N2O,Nitrous Oxide,2013
38434,Evangeline,Louisiana,30.259125,-92.56772099999999,1003574,Egan,42417.8,CO2,Carbon Dioxide,2013
38435,Louisville,Kentucky,38.21229,-85.83975,1004133,Chemours Louisville Works,6984.3,HFC,HFCs,2013
38436,Fort Drum,New York,44.0361,-75.7712,1000482,Reenergy Black River Llc,98.1,CO2,Carbon Dioxide,2011
38437,Elmwood Park,New Jersey,40.90233,-74.13179000000001,1004098,Marcal Manufacturing  Llc.,61633.6,CO2,Carbon Dioxide,2013
38438,Delair,New Jersey,39.986944,-75.044917,1003424,Shapes Delair,20501.3,CO2,Carbon Dioxide,2013
38439,Pelican,Louisiana,31.881015,-93.46610799999999,1009090,Pleasant Hill Gas Treating Facility,1.788,N2O,Nitrous Oxide,2014
38440,Carrollton,Kentucky,38.7074,-85.1048,1002548,Dow Silicones Corporation,80.46,N2O,Nitrous Oxide,2013
38441,Goodsprings,Nevada,35.839797999999995,-115.615473,1002762,Kern River Gas Transmission Company: Goodsprings Compressor Station,100632.7,CO2,Carbon Dioxide,2013
38442,Paducah,Kentucky,37.0339,-88.6161,1000502,Paducah Power Systems Plant 1,9.536,N2O,Nitrous Oxide,2011
38443,St. Michaels,Arizona,35.6159,-109.12496000000002,1002064,Epng Station 6796 Window Rock  Az,24548.25,CH4,Methane,2013
38444,Lima,Ohio,40.714166999999996,-84.132222,1002955,Ineos Nitriles Usa Llc,18.476,N2O,Nitrous Oxide,2013
38445,Newport Beach,California,33.66196,-117.85845,1010139,Newport Fab Llc (Dba Towerjazz),3105.375,HFC,HFCs,2013
38446,Green River,Wyoming,41.50926,-109.47323,1010319,Breitburn Operating Lp-Basin 507,36998.5,CH4,Methane,2013
38447,Painesville,Ohio,41.726396,-81.25403100000001,1002545,Painesville Municipal Electric Plant,78.374,N2O,Nitrous Oxide,2016
38448,Coden,Alabama,30.395809000000003,-88.189978,1008037,Gulfstream Station 410 (A.K.A. Station 100),258639.19,CO2,Carbon Dioxide,2013
38449,Kalamazoo,Michigan,42.2111,-85.5542,1002606,Pharmacia & Upjohn Company  Llc,140.5,CH4,Methane,2019
38450,Davenport,Iowa,41.47345,-90.68826,1002564,Scott Area Sanitary Landfill,67354.0,CH4,Methane,2013
38451,Glenford,Ohio,39.9086,-82.2494,1003661,Ohio Waste Sys Suburban South Recycling & Disposal,84.93,N2O,Nitrous Oxide,2013
38452,Centerville,Louisiana,32.601591,-91.484882,1005069,Neptune Gas Plant,85.228,N2O,Nitrous Oxide,2014
38453,Manistique,Michigan,45.9597,-86.2554,1005073,Up Paper Llc,87627.25,CH4,Methane,2014
38454,Plano,Texas,39.743517,-104.98841100000001,1008266,Encana Oil & Gas - East Texas Basin,15.198,N2O,Nitrous Oxide,2013
38455,Fort Worth,Texas,32.75087,-97.33487,1010784,Burnett Oil Co.  Inc. 430 Permian Basin,7.152,N2O,Nitrous Oxide,2013
38456,Offshore,Louisiana,27.19545638,-90.02698449,1004233,Atlantis  Mms Platform Id 02481  Complex Id 1223-1,229843.9,CO2,Carbon Dioxide,2013
38457,Rangely,Colorado,40.1064831,-108.86702460000001,1009244,Rangely Gas Plant,257.25,CH4,Methane,2013
38458,Wamsutter,Wyoming,41.750585,-108.190306,1002079,Wamsutter Compressor Station,1124.75,CH4,Methane,2014
38459,Wrenshall,Minnesota,46.6054,-92.38528000000001,1001640,Wrenshall Lng Storage,22131.6,CO2,Carbon Dioxide,2013
38460,Pawnee,Texas,28.621425,-97.99220600000001,1005631,Ensign Pawnee Plant-Processing,678.0,CH4,Methane,2013
38461,Fayetteville,North Carolina,34.8419,-78.8388,1006145,Chemours Company - Fayetteville Works,12.372771,Very_Short,Very Short-lived Compounds,2013
38462,Port Orange,Florida,29.1314,-81.0984,1005328,Volusia Solid Waste Management Division,31.4,CO2,Carbon Dioxide,2013
38463,Montgomery,Alabama,32.408915,-86.320026,1006957,Montgomery City Of,129318.25,CH4,Methane,2013
38464,Powderly,Texas,33.7781,-95.5682,1007853,Paris Landfill,68800.0,CH4,Methane,2013
38465,Pawnee,Texas,28.623479999999997,-97.99428,1008611,Area 31 Cgp Facility,750.5,CH4,Methane,2013
38466,Minersville,Utah,38.214135999999996,-112.92356200000002,1006156,Kern River Gas Transmission Company: Milford Compressor Station,26.522,N2O,Nitrous Oxide,2014
38467,Skellytown,Texas,35.524407000000004,-101.13499,1002161,Cargray Gas Plant,26908.2,CO2,Carbon Dioxide,2014
38468,Skellytown,Texas,35.524407000000004,-101.13499,1002161,Cargray Gas Plant,14.9,N2O,Nitrous Oxide,2014
38469,Gresham,Oregon,45.524721,-122.426083,1007527,On Semiconductor,73309.713152,PFC,PFCs,2014
38470,Midland,Texas,31.99747,-102.07785,1012603,Stanolind Production Llc - Basin 430 - Permian - Gb,13969.0,CH4,Methane,2018
38471,Wheeler,Texas,35.546399,-100.116256,1010475,Ajax Plant,24.138,N2O,Nitrous Oxide,2014
38472,Oklahoma City,Oklahoma,35.53376,-97.52976,1009313,Chesapeake Operating Llc  430 - Permian Basin,0.0,CO2,Carbon Dioxide,2014
38473,Midland,Texas,32.02994,-102.08740999999999,1006886,Clayton Williams Energy  Inc. - 430 Permian Basin,634.8,CO2,Carbon Dioxide,2013
38474,Stevenson,Alabama,34.864542,-85.787834,1008553,Westrock Cp  Llc - Stevenson Mill,952.5,CH4,Methane,2014
38475,Ashdown,Arkansas,33.64108,-94.11243,1005994,Domtar Aw Llc Ashdown Mill,6356.34,N2O,Nitrous Oxide,2014
38476,Ashdown,Arkansas,33.64108,-94.11243,1005994,Domtar Aw Llc Ashdown Mill,474648.8,CO2,Carbon Dioxide,2014
38477,Mcpherson,Kansas,38.347278,-97.673846,1007942,Chs Mcpherson Refinery Inc.,248789.5,CO2,Carbon Dioxide,2013
38478,Stanley,New York,42.855605,-77.09056600000001,1005257,Ontario Co Landfill,338.6,CO2,Carbon Dioxide,2013
38479,Offshore,Louisiana,29.578389,-89.116639,1006431,Tpic Basin 940 - Breton Sound 20-21,39923.25,CH4,Methane,2013
38480,Offshore,Louisiana,29.578389,-89.116639,1006431,Tpic Basin 940 - Breton Sound 20-21,50.06399999999999,N2O,Nitrous Oxide,2013
38481,Morris,Illinois,41.413883,-88.3041,1005770,Aux Sable Liquid Products Inc,250293.8,CO2,Carbon Dioxide,2013
38482,Connell,Washington,46.651389,-118.871944,1000607,Lamb Weston,19.5,CH4,Methane,2011
38483,Des Moines,Iowa,41.587579999999996,-93.62616,1006376,Midamerican Energy Company Local Natural Gas Distribution Company - South Dakota,9.8,CO2,Carbon Dioxide,2014
38484,Hopewell Junction,New York,41.535509999999995,-73.818182,1004300,Globalfoundries Us2 Llc East Fishkill Facility,29.75,CH4,Methane,2014
38485,Fort Worth,Texas,32.97054,-97.48439,1005357,Xto - Trwd Station,39662.3,CO2,Carbon Dioxide,2014
38486,Macon,Georgia,32.935978000000006,-83.712688,1001926,Sng Station 5277 Ocmulgee  Ga,22160.4,CO2,Carbon Dioxide,2013
38487,Pikeville,Kentucky,37.500225,-82.58926899999999,1006165,Boldman Ng Liquids Extraction Facility,0.894,N2O,Nitrous Oxide,2013
38488,Clifton,Kansas,39.611564,-97.274525,1004265,Clifton Station,2.086,N2O,Nitrous Oxide,2014
38489,Huntington,West Virginia,38.367778,-82.53277800000001,1004031,Columbia Gas Ceredo Compressor Station,11.622,N2O,Nitrous Oxide,2013
38490,Carleton,Michigan,42.08977,-83.36203,1002905,Guardian Industries Carleton Facility,170166.1,CO2,Carbon Dioxide,2013
38491,Port Arthur,Texas,29.868333000000003,-93.968333,1002657,Premcor Refining Group Incorporated Portarthur Refinery,2453129.714,CO2,Carbon Dioxide,2013
38492,Wynnewood,Oklahoma,34.6289,-97.1685,1002310,Wynnewood Refining Co,1941.7679999999998,N2O,Nitrous Oxide,2013
38493,Marissa,Illinois,38.2792,-89.667,1001887,Prairie State Generating Station,8162528.8,CO2,Carbon Dioxide,2013
38494,Sioux Falls,South Dakota,43.5634,-96.7188,1002054,Smithfield Packaged Meats Corp.,26.75,CH4,Methane,2013
38495,Delanson,New York,42.69996,-74.22811,1004323,Iroquois Gas Transmission System  L.P. - Wright Compressor Station,20054.3,CO2,Carbon Dioxide,2013
38496,Danville,Kentucky,37.58,-84.75,1002580,Danville,7.152,N2O,Nitrous Oxide,2013
38497,Ardmore,Oklahoma,34.18085,-97.17195,1004503,Michelin North America Ardmore Plant,33.6,CO2,Carbon Dioxide,2013
38498,Sewickley,Pennsylvania,40.611090000000004,-80.1045,1008401,Swepi Lp (Shell)  Appalachian Basin (Eastern Overthrust Area) 160A,58.408,N2O,Nitrous Oxide,2014
38499,Elizabeth,Pennsylvania,40.2475,-79.8863,1007688,Kelly Run Sanitation,8771.75,CH4,Methane,2013
38500,Prattville,Alabama,32.4167,-86.4667,1006892,International Paper-Prattville Mill,40915.75,CH4,Methane,2013
38501,Napoleon,Ohio,41.35606,-84.114479,1004254,Campbell Soup Company (0335010105),77506.8,CO2,Carbon Dioxide,2013
38502,Sunnyvale,California,37.4166,-122.03598999999998,1000072,Lockheed Martin Missiles & Space,16.688,N2O,Nitrous Oxide,2012
38503,Ringgold,Louisiana,32.375633,-93.366284,1009770,Kh Heflin Gas Treating Facility Ringgold  La,0.0,CO2,Carbon Dioxide,2015
38504,Mont Belvieu,Texas,29.848405,-94.89093199999999,1005045,Mbi Nglp Mont Belvieu Plant,572.0,CH4,Methane,2014
38505,Argos,Indiana,41.166962,-86.2325,1007024,County Line Landfill,83.3,CO2,Carbon Dioxide,2019
38506,Riceboro,Georgia,31.741994000000002,-81.40669,1004886,Interstate Paper Llc Dba Dssmith Riceboro,9195.0,CH4,Methane,2014
38507,Riceboro,Georgia,31.741994000000002,-81.40669,1004886,Interstate Paper Llc Dba Dssmith Riceboro,466296.2,BIOCO2,Biogenic CO2,2014
38508,Belleville,Illinois,38.48819,-90.02755,1004311,Modern Landfill,3342.5,CH4,Methane,2013
38509,Marble Hill,Missouri,37.318581,-89.944006,1002412,Ngpl Station 309  Marble Hill  Mo,69537.6,CO2,Carbon Dioxide,2013
38510,Chicago,Illinois,42.002309999999994,-87.67662,1009615,S&C Electric Company,41409.36,SF6,Sulfur Hexafluoride,2013
38511,Deer Park,Texas,29.722222,-95.126944,1007002,Shell Deer Park Refinery,133509.9,CO2,Carbon Dioxide,2013
38512,Denver,Colorado,39.748459999999994,-104.99401999999999,1009281,395 Williston Basin Qep Energy Company,97673.25,CH4,Methane,2013
38513,Guayanilla,Puerto Rico,18.0001,-66.7536,1007452,Pr Elec Power Auth South Coast Station,1886.5,CH4,Methane,2014
38514,Oklahoma City,Oklahoma,35.567190000000004,-97.49826999999999,1009263,220 Gulf Coast,4240.7,CO2,Carbon Dioxide,2013
38515,Oklahoma City,Oklahoma,35.567190000000004,-97.49826999999999,1009263,220 Gulf Coast,22166.0,CH4,Methane,2013
38516,Garden City,Kansas,37.940288,-100.774262,1000371,Finney County Landfill  Inc. Dba Western Plains Re,28395.5,CH4,Methane,2014
38517,Sweeny,Texas,29.070846999999997,-95.75036300000001,1006967,Chevron Phillips - Sweeny Complex,7956.25,CH4,Methane,2013
38518,Newport,Delaware,39.71161,-75.60906,1005378,Basf Corporation,14.75,CH4,Methane,2018
38519,Bishop,Texas,27.6871,-97.9021,1002290,Gulf Plains Gas Plant,136045.563,CO2,Carbon Dioxide,2013
38520,Longview,Texas,32.4472,-94.6917,1007438,Eastman Chemical - Texas Operations,4063.75,CH4,Methane,2013
38521,Pekin,Illinois,40.555,-89.6628,1000413,Pacific Ethanol Pekin  Llc,1208.0,CH4,Methane,2013
38522,Lomira,Wisconsin,43.6264,-88.4446,1005009,Quad/Graphics  Inc. - Lomira Facility,90.0,CH4,Methane,2013
38523,Hazard,Kentucky,37.236616999999995,-83.18126,1010085,15-19015,57767.0,CH4,Methane,2013
38524,Hennepin,Illinois,41.276711,-89.31950400000001,1005374,Marquis Energy Llc,102.512,N2O,Nitrous Oxide,2013
38525,Damascus,Arkansas,35.407846,-92.40720300000001,1003816,Cove Creek Cpf-4,32.78,N2O,Nitrous Oxide,2013
38526,Damascus,Arkansas,35.407846,-92.40720300000001,1003816,Cove Creek Cpf-4,28.25,CH4,Methane,2013
38527,Port Barre,Louisiana,30.547159999999998,-91.91549,1002388,Bobcat,11.324000000000002,N2O,Nitrous Oxide,2013
38528,Kenova,West Virginia,38.3441,-82.5938,1007358,Big Sandy Peaker Plant,15.75,CH4,Methane,2013
38529,Shelocta,Pennsylvania,40.6604,-79.3411,1000883,Keystone,33146.5,CH4,Methane,2013
38530,Houston,Texas,29.9414,-95.5333,1007243,T H Wharton,83.44,N2O,Nitrous Oxide,2013
38531,North Slope,Alaska,70.3981,-149.8158,1004998,Conocophillips Alaska Inc - Kru Cpf3,324188.0,CO2,Carbon Dioxide,2013
38532,Pinconning,Michigan,43.89615,-83.94933,1001993,Whitefeather Landfill Inc,23390.0,CH4,Methane,2013
38533,Silsbee,Texas,30.3985,-94.2296,1004829,South Hampton Resources Inc,33.5,CH4,Methane,2013
38534,Odessa,Texas,37.762464,-121.981435,1001767,Headlee Plant,45.29600000000001,N2O,Nitrous Oxide,2013
38535,Tiverton,Rhode Island,41.6417,-71.17,1001301,Tiverton Power,224.5,CH4,Methane,2013
38536,Dallas,North Carolina,35.388666,-81.172666,1005137,Gaston County Landfill,60612.75,CH4,Methane,2013
38537,Auburndale,Florida,28.0525,-81.8083,1000107,Osprey Energy Center,495.5,CH4,Methane,2013
38538,Haven,Kansas,37.906471,-97.808152,1003064,Panhandle Eastern Pipe Line Co - Haven,14851.5,CH4,Methane,2013
38539,Lowry,Louisiana,29.75815,-95.36783,1007352,Targa Midstream Services Llc - Lowry Gas Processing Plant,50.06399999999999,N2O,Nitrous Oxide,2013
38540,Markham,Texas,29.036661,-96.07851,1002256,Markham Gas Processing Plant,66.454,N2O,Nitrous Oxide,2013
38541,Ogallala,Nebraska,41.056436,-101.57671500000001,1004716,J Bar J Landfill,21.0,CO2,Carbon Dioxide,2013
38542,Mona,Utah,39.8223,-111.89399999999999,1000436,Currant Creek Power Project,337.336,N2O,Nitrous Oxide,2016
38543,Hastings,Nebraska,40.585,-98.318889,1000063,Chief Ethanol Fuels Inc,186.0,CH4,Methane,2015
38544,Mona,Utah,39.8223,-111.89399999999999,1000436,Currant Creek Power Project,504793.0,CO2,Carbon Dioxide,2017
38545,Sandwich,Massachusetts,41.7694,-70.5097,1000658,Canal Station,27.625,CH4,Methane,2016
38546,Gilman,Illinois,40.762423999999996,-88.014319,1004033,Incobrasa Industries Ltd,40200.5,CO2,Carbon Dioxide,2015
38547,Perryman,Maryland,39.4422,-76.2208,1000644,Perryman,157.94,N2O,Nitrous Oxide,2015
38548,Cumberland,Maryland,39.5944,-78.7456,1001223,Aes Warrior Run,6732.118,N2O,Nitrous Oxide,2015
38549,Nordheim,Texas,28.988816999999997,-97.634388,1010123,Black Hawk Southwest Gas Treating Facility,35.164,N2O,Nitrous Oxide,2015
38550,San Antonio,Texas,29.610018,-98.604853,1011803,Apache Corporation + 430 + Permian Basin,6637.75,CH4,Methane,2015
38551,Calvert,Alabama,31.156240000000004,-88.01275,1010763,Outokumpu Stainless Usa  Llc,143282.2,CO2,Carbon Dioxide,2015
38552,Newark,New Jersey,40.708795,-74.128275,1010973,Newark Energy Center  Llc,247.042,N2O,Nitrous Oxide,2015
38553,Chester,South Carolina,34.7288,-81.1373,1000622,Electric Glass Fiber America Llc,6.75,CH4,Methane,2017
38554,Chester,South Carolina,34.7288,-81.1373,1000622,Electric Glass Fiber America Llc,8.046,N2O,Nitrous Oxide,2017
